catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:nexus,Nexus,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-09-28,day,named_component_or_alias_introduction,https://huggingface.co/datasets/Nexusflow/NexusRaven_API_evaluation/commit/5e08295bde6376960fe917086be4a5a5ba07152d,accepted,2023-09-28,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The Nexus citation in the original Llama 3 report points to Srinivasan et al.'s NexusRaven, and the model scores also match the catalog. Nexusflow's announcement dated 2023-09-28 introduces that evaluation and its open-source resources, excluding December's NexusRaven-V2. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:nih-multi-needle,NIH/Multi-needle,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-07-23,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:nl2repo,NL2Repo,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-14,day,paper_introduction,https://arxiv.org/abs/2512.12730,accepted,2025-12-14,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:nmos,NMOS,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:nolima-128k,NoLiMa 128K,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-02-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:nolima-32k,NoLiMa 32K,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-02-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:nolima-64k,NoLiMa 64K,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-02-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:nova-63,NOVA-63,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-11,month,paper_introduction,https://aclanthology.org/2025.emnlp-main.364/,accepted,2025-11,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:nq,NQ,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-01-23,day,named_component_or_alias_introduction,https://research.google/blog/natural-questions-a-new-corpus-and-challenge-for-question-answering-research/,accepted,2019-01-23,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: NQ abbreviates the original Natural Questions. Google's original announcement dated 2019-01-23 introduces that dataset, not a later language or filtered variant. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:nuscene,Nuscene,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-02-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:objectron,Objectron,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2020-12-18,day,paper_introduction,https://arxiv.org/abs/2012.09988,accepted,2020-12-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:ocrbench-v2,OCRBench_V2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-12-31,day,paper_introduction,https://arxiv.org/abs/2501.00321,accepted,2024-12-31,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:ocrbench-v2-(en),OCRBench-V2 (en),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-12-31,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:ocrbench-v2-(zh),OCRBench-V2 (zh),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-12-31,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:octocodingbench,OctoCodingBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-01-14,day,official_introduction_or_release,https://www.minimax.io/news/production-grade-benchmark-for-coding-agents,accepted,2026-01-14,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:odinw,ODinW,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2021-12-07,day,paper_introduction,https://arxiv.org/abs/2112.03857,accepted,2021-12-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:officeqa-pro,OfficeQA Pro,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-09,day,paper_introduction,https://arxiv.org/abs/2603.08655,accepted,2026-03-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:ojbench,OJBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-06-19,day,paper_introduction,https://arxiv.org/abs/2506.16395,accepted,2025-06-19,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:ojbench-cpp,OJBench (C++),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-06-19,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:olympiadbench,OlympiadBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-02-21,day,paper_introduction,https://arxiv.org/abs/2402.14008,accepted,2024-02-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:omnibench,OmniBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-09-23,day,paper_introduction,https://arxiv.org/abs/2409.15272,accepted,2024-09-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:omnibench-music,OmniBench Music,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-09-23,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:omnidocbench,OmniDocBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-12-10,day,paper_introduction,https://arxiv.org/abs/2412.07626,accepted,2024-12-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:omnidocbench-1.5,OmniDocBench 1.5,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-09-25,day,official_introduction_or_release,https://github.com/opendatalab/OmniDocBench,accepted,2025-09-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:omnigaia,OmniGAIA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-26,day,paper_introduction,https://arxiv.org/abs/2602.22897,accepted,2026-02-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:omnimath,OmniMath,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-10,day,paper_introduction,https://arxiv.org/abs/2410.07985,accepted,2024-10-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:omniscience,OmniScience,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-11-16,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:omniscience-non-hallucination-rate,OmniScience (non-hallucination rate),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-11-16,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:onemillion-bench,OneMillion Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-09,day,paper_introduction,https://arxiv.org/abs/2603.07980,accepted,2026-03-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:open-rewrite,Open-rewrite,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-05-25,day,paper_introduction,https://arxiv.org/abs/2305.15685,accepted,2023-05-25,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:openai-connectors,Connectors,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-26,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:openai-mmlu,OpenAI MMLU,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2020-09-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:openai-mrcr:-2-needle-128k,OpenAI-MRCR: 2 needle 128k,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:openai-mrcr:-2-needle-1m,OpenAI-MRCR: 2 needle 1M,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:openai-mrcr:-2-needle-256k,OpenAI-MRCR: 2 needle 256k,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:openai-search-function-calling,Search and Function-Calling,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-06-26,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:openbookqa,OpenBookQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2018-09-08,day,paper_introduction,https://arxiv.org/abs/1809.02789,accepted,2018-09-08,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
